topic Q0 docId correctness link
9 0 00133722-4dfd-484c-9cda-580f176d4cbd 0 https://www.newindianexpress.com/world/2020/apr/03/overwhelming-to-know-that-in-my-blood-there-may-be-answers-shares-us-coronavirus-survivour-2125217.html
9 0 00b10eb6-cdae-4c98-9468-edbfc452eef6 0 https://english.manoramaonline.com/news/kerala/2020/04/09/kerala-plans-trials-in-convalescent-plasma-therapy-against-covid.html
9 0 00f5d8ec-bfb5-40c0-942e-82d8fb0fb4b8 0 https://theapopkavoice.com/antibodies-in-the-blood-of-covid-19-survivors-know-how-to-beat-coronavirus-and-researchers-are-already-testing-new-treatments-that-harness-them/
9 0 0161242a-3a47-4c59-91e6-f16661a79c39 0 https://www.news-leader.com/story/news/local/ozarks/2020/04/23/missouri-hospital-coronavirus-cox-treating-covid-19-patients-plasma/3011399001/
9 0 020e21e9-78cd-4cd3-9684-097f97791540 0 http://www.kzimksim.com/2020/04/22/saint-francis-approved-for-convalescent-plasma-treatment/
9 0 022ab0a8-01fe-4fc9-87e8-080c9f90e9ec 0 https://cohasset.wickedlocal.com/news/20200403/first-us-coronavirus-patients-are-being-treated-with-convalescent-plasma-therapy-will-it-work-not-even-doctors-know
9 0 02f07c83-f0a7-42d1-a634-a183137bf7ab 0 https://www.financialexpress.com/lifestyle/health/coronavirus-pandemic-can-plasma-therapy-cure-covid-19-patients-procedure-hospital-protocol-explained-details/1942184/
9 0 02f1ad99-4d44-4c4e-a345-ebe0f1abf4a7 0 https://www.financialexpress.com/lifestyle/health/lucknow-hospital-begins-plasma-therapy-to-treat-58-year-old-covid-19-patient/1941461/
9 0 0434ffc3-8bfb-4f9f-883f-da0b4a04b762 0 https://www.ndtv.com/karnataka-news/coronavirus-india-plasma-therapy-for-covid-19-likely-to-begin-from-april-25-in-karnataka-2217818
9 0 04beca6c-a387-48db-b9d4-b53aa86439ae 0 https://www.indiapost.com/us-covid-19-cases-top-701000-johns-hopkins/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+indiapost+%28IndiaPost+-+Voices+of+Indians+Worldwide%29
9 0 053d23aa-741b-4ad6-a053-2affd3a04af6 0 https://norwood.wickedlocal.com/news/20200403/first-us-coronavirus-patients-are-being-treated-with-convalescent-plasma-therapy-will-it-work-not-even-doctors-know
9 0 058e62cd-0a39-4c61-9626-d00d31e4a647 0 https://www.hngn.com/articles/228631/20200330/blood-plasma-from-covid-19-survivors-can-be-used-to-fight-infection.htm
9 0 067facd4-28a1-4d87-9400-fa290bfd11c8 0 https://www.fox2detroit.com/news/henry-ford-doctor-beats-covid-19-after-getting-plasma-from-recovered-patient
9 0 07f2d394-5beb-4b56-95bd-01e9d2e5a998 0 https://www.einpresswire.com/article/513634176/covid-19-convalescent-plasma-for-patients
9 0 08126c59-1203-4eae-8349-0ce70836ac10 1 https://yourstory.com/2020/04/delhi-hospital-cured-coronavirus-plasma-therapy-covid19
9 0 096285c2-4e7c-46bd-8942-8382321b2144 0 https://www.aninews.in/news/national/general-news/plasma-therapy-of-cured-patients-blood-can-be-used-in-fighting-covid-19-aiims-director20200412153244/
9 0 0a6b5bca-b37f-4238-a86a-15b54da72848 0 https://www.republicworld.com/india-news/general-news/delhi-aiims-director-dr-randeep-guleria-explains.html
9 0 0a8f4df5-e9a1-4327-902a-4fc8ef9882d7 0 https://melrose.wickedlocal.com/news/20200403/first-us-coronavirus-patients-are-being-treated-with-convalescent-plasma-therapy-will-it-work-not-even-doctors-know
9 0 0ad04b2b-2bd2-4308-8d64-2c2a7dc4bc84 0 https://www.enterprisenews.com/news/20200403/first-us-coronavirus-patients-are-being-treated-with-convalescent-plasma-therapy-will-it-work-not-even-doctors-know
9 0 0b2551c8-6f80-41da-9535-7d7d9d17f2ac 0 https://www.sunnewsonline.com/hope-rises-on-coronavirus-treatment-as-uk-us-approve-use-of-blood-plasma-from-recovered-patients/
9 0 0b9da785-734f-40e5-bd82-ab1b62505991 0 https://www.siasat.com/super-spreaders-becomes-super-savers-internet-hail-tablighis-1880563/
9 0 0be3590f-e316-4c6b-9547-3703921c786d 0 https://www.devdiscourse.com/article/headlines/1026603-covid-19-delhi-crosses-3000-mark-no-deaths-reported-in-last-two-days
9 0 0c4c98cb-b6c3-4344-a027-c77b8140d764 0 https://www.huffingtonpost.in/entry/what-is-convalescent-plasma-therapy-for-coronavirus_in_5e98108bc5b65eae709f8ce4
9 0 0ca149ad-4ba9-4d13-b45d-d9aa900a0ced 0 https://www.dailymail.co.uk/news/article-8171059/Five-coronavirus-patients-test-negative-treated-former-patients-blood-China.html?ns_mchannel=rss&ns_campaign=1490&ito=1490
9 0 0ca31d44-04a5-4d87-b8c3-ee1803389cba 0 https://www.courierpress.com/story/news/2020/04/10/blood-donations-sought-past-covid-19-patients/5131355002/
9 0 0d57cac3-4e25-40bf-9780-7ffa69b98e5c 0 https://www.onenewspage.com/n/Science/1zlreqofbk/Mayo-Clinic-CEO-Convalescent-Plasma-Could-Be-Effective.htm
9 0 0df07da0-cd37-433b-940c-a97a5c74b8bf 0 https://www.cpr.org/2020/04/10/can-plasma-treat-the-coronavirus-two-families-anxiously-await-an-answer/
9 0 0ea1f2e6-b532-44c0-821f-70a6ef6735eb 1 https://gulfnews.com/world/covid-19-whats-new-on-coronavirus-treatments-1.1586260786481
9 0 0f766b1c-14b6-4954-84bf-b12d25614c87 1 https://www.urdupoint.com/en/health/china-develops-convalescent-plasma-therapy-fo-838318.html
9 0 0fb9d540-6e0c-450e-bdd2-b51ae0b546d8 0 https://www.ksdk.com/article/news/health/coronavirus/covid-19-recovered-patients-plasma-donations/63-eecd53b0-0d93-47a7-a2ea-3fbb1b84ca40
9 0 108d2d52-64e1-467f-9f80-dc26771b1d47 0 https://economictimes.indiatimes.com/news/politics-and-nation/kerala-to-start-clinical-trial-of-plasma-therapy-for-covid-19-treatment/articleshow/75070063.cms
9 0 1224ccb4-5577-4998-b857-92ac4729f639 0 https://indianexpress.com/article/explained/explained-how-plasma-therapy-works-what-india-plansexplained-how-plasma-therapy-works-what-india-plans-coronavirus-6356980/
9 0 12667418-1647-41d0-8878-e5e3b60bbb73 1 https://www.firstpost.com/health/coronavirus-outbreak-is-plasma-therapy-the-miracle-cure-the-world-has-been-waiting-for-8254311.html
9 0 138b7e9b-0cc1-4054-923b-65197c42b8d6 0 https://www.businessinsider.my/coronavirus-new-york-state-blood-treatment-covalescent-plasma-spanish-flu-2020-3
9 0 14b4c939-cc92-486f-a7c4-1c03f07cc2d7 0 https://www.usatoday.com/story/news/health/2020/04/01/coronavirus-plasma-therapy-5-us-patients-covid-19-donors/5090946002/
9 0 14e60990-62ac-43e8-8049-98b81976c89f 0 https://www.livemint.com/news/india/recovered-from-covid-19-lucknow-doctor-donates-plasma-for-treatment-of-patients-11587840461019.html
9 0 155e0f30-0866-46be-9bda-12132263448e 1 https://www.ktsa.com/two-covid-19-patients-released-from-hospital-after-convalescent-plasma-treatment/
9 0 15ad548e-0cb1-4386-bb29-b1ae734f23ae 0 https://dailyvoice.com/new-york/clarkstown/news/covid-19-montefiore-nyack-hospital-starts-convalescent-plasma-therapy-for-patients/786569/
9 0 15da0ee7-baca-40ba-9633-63cf56368c0a 0 https://www.thehansindia.com/news/national/donate-plasma-and-shed-villain-tag-619945
9 0 160d62d8-06a6-4756-a0c3-f124d0ca2d76 0 https://www.express.co.uk/news/world/1272601/Coronavirus-cure-vaccine-breakthrough-treatment-news-update-latest-testing
9 0 169c5f93-08b6-4181-b30f-cd46ce2562cb 0 https://www.kxnet.com/covid-19/three-patients-at-chi-st-alexius-treated-with-plasma-from-recovered-covid-19-patients/
9 0 17b8cdd6-cf84-4ae2-82f4-9e5a6b575921 0 https://lexington.wickedlocal.com/news/20200403/first-us-coronavirus-patients-are-being-treated-with-convalescent-plasma-therapy-will-it-work-not-even-doctors-know
9 0 1839aad9-2143-4503-ad16-41cd4d2d396a 0 https://wakefield.wickedlocal.com/news/20200403/first-us-coronavirus-patients-are-being-treated-with-convalescent-plasma-therapy-will-it-work-not-even-doctors-know
9 0 1944b693-a496-4326-aa08-63f694577352 0 https://www.newindianexpress.com/nation/2020/apr/08/is-this-a-cure-for-covid-19-heres-all-you-need-to-know-about-blood-plasma-therapy-2127451.html
9 0 1a7abfe8-a01e-436e-8a19-e99bee21e84b 0 https://www.mississauga.com/news-story/9966011-canadian-blood-services-collecting-donations-to-find-covid-19-treatment/
9 0 1b342751-789d-43df-aa5a-997993aff03d 0 https://www.ndtv.com/india-news/coronavirus-treatment-everybody-should-help-says-covid-19-plasma-donor-in-delhi-2219020
9 0 1f02f96e-1276-4ed7-87ac-66ada9b86243 0 https://www.aninews.in/news/national/general-news/cdsco-approves-institutes-to-conduct-clinical-trial-with-convalescent-plasma-in-covid-19-patients20200418042920/
9 0 1f25762d-387a-4025-8a7c-a868fb087466 0 https://www.livemint.com/companies/people/-india-must-scale-up-its-testing-rates-by-involving-accredited-private-labs-11584560357341.html
9 0 1f47920d-a238-4c92-b74e-e68254f29f53 0 https://www.indiatoday.in/science/story/what-is-convalescent-plasma-therapy-possible-treatment-coronavirus-covid-19-1669050-2020-04-20
9 0 204bee2b-cd4c-4183-b8a8-de50401ad8e5 1 https://infosurhoy.com/news/china-develops-convalescent-plasma-therapy-for-covid-19-patients/
9 0 20857832-0120-4fd1-8f04-e3f62a8d1790 0 https://muscatinejournal.com/news/local/govt-and-politics/10-more-covid-19-cases-in-scott-and-rock-island-counties/article_9cdd52e2-5eef-57e0-9e6f-150bbfbc6c7a.html
9 0 2176665b-2277-4ef4-a64d-9bc93fc0be0e 0 https://www.deccanherald.com/national/aiims-planning-to-conduct-clinical-trial-of-plasma-therapy-in-coronavirus-treatment-831238.html
9 0 224a472f-b275-4e6b-82ad-10b2e38ebac2 0 https://www.simcoe.com/news-story/9966011-canadian-blood-services-collecting-donations-to-find-covid-19-treatment/
9 0 224e405f-9025-4d36-8c2e-fca4a8b7b8d6 0 https://www.fox61.com/article/news/health/health-watch/convalescent-plasma-therapy-for-covid-19-what-questions-need-to-be-answered/520-700c2134-6997-45e7-b223-646f916039d5
9 0 2294378d-cb35-4021-b04d-c8e7e7bd02c9 0 https://www.timesnownews.com/health/article/plasma-therapy-trial-in-delhi-shows-promising-results-cpt-a-new-hope-for-covid-19-patients/582473
9 0 22991319-e5ed-4213-8d55-b51292f31327 0 https://www.jacksonville.com/news/20200426/coronavirus-research-focuses-on-plasma-from-recovered-covid-19-patients-jacksonville-area-hospitals-included
9 0 22d7fc7c-5ff9-4f62-b2af-099b9dcd311e 0 https://www.timesnownews.com/india/article/tablighi-jamaat-asks-its-covid-cured-members-to-donate-plasma-and-shed-villain-tag/584724
9 0 248e478b-6364-41a4-aeb3-53b582a4ec27 0 https://m-en.yna.co.kr/view/AEN20200407005451320
9 0 25a7cab6-6128-432c-b33f-f96486cc8794 0 https://www.mcall.com/coronavirus/mc-nws-coronavirus-plasma-treatment-20200423-mhndczs6bbcq7pkq5k3t2m2ute-story.html
9 0 2652311c-ae3f-4c40-ada5-11a38cee7f94 0 https://www.outlookindia.com/website/story/india-news-plasma-therapy-on-coronavirus-patients-showing-encouraging-results-arvind-kejriwal/351376
9 0 2818c62a-f639-44cf-a740-877779e38b90 0 https://www.nbc4i.com/news/using-plasma-treatment-to-fight-covid-19/
9 0 286cf7ca-365e-4d55-97b0-25c6a4f10c93 0 https://www.wkyt.com/content/news/Heartburn-drug-tested-as-possible-coronavirus-treatment--569974451.html?ref=451
9 0 2883fbeb-a71e-4198-b4ce-3abad7ecf481 0 https://www.timesnownews.com/health/article/covid-19-plasma-therapy-trials-for-corona-patients-begin-in-karnataka/582918
9 0 28ba3989-e6ed-421f-8682-707534980bc5 0 https://seekingalpha.com/news/3566136-clinical-trial-launched-testing-convalescent-plasma-in-covidminus-19-patients
9 0 293872c5-1e25-4aac-87e5-5224dbc6016d 0 https://www.financialexpress.com/lifestyle/health/plasma-therapy-trials-on-coronavirus-patients-to-begin-soon-check-details-of-the-covid-19-procedure/1924854/
9 0 2a329980-3075-4fb6-b72a-8562916c111c 0 https://www.indiatoday.in/india/story/covid19-plasma-therapy-likely-begin-apr-25-karnataka-1670778-2020-04-24
9 0 2a3c6bff-2180-46a3-84ef-8abb71eebb23 0 https://www.hindustantimes.com/delhi-news/delhi-gets-nod-to-start-plasma-enrichment-technique-trials/story-uQYdzOS1SQwKZ1wnt0DgGK.html
9 0 2b03387a-a3b1-423c-b52b-bdc425c39c88 0 https://abcnews.go.com/Health/explaining-plasma-transplant-coronavirus-patients-recover/story?id=70236268
9 0 2b4c525e-74ca-47db-ae58-9d7215ecdcad 0 https://www.fox19.com/2020/04/03/coronavirus-survivor-my-blood-there-may-be-answers/
9 0 2cb6b21f-39b3-4de1-82ed-0a81950b539e 0 https://www.wsls.com/news/world/2020/04/03/coronavirus-survivor-in-my-blood-there-may-be-answers/
9 0 2d29249d-6bcf-4cef-ade7-f89440fc2dd2 0 https://www.pharmalive.com/fda-oks-convalescent-plasma-for-treating-critically-ill-covid-19-patients/
9 0 2eb9de7d-d1c5-47c3-9c18-aad86d3f4650 0 https://www.oneindia.com/india/can-convalescent-plasma-therapy-from-recovered-coronavirus-patient-treat-infected-people-3067196.html?utm_source=/rss/news-india-fb.xml&utm_medium=104.71.130.30&utm_campaign=client-rss
9 0 2efe6bbd-a164-4018-b719-21bade5d060d 0 https://www.thehindu.com/sci-tech/health/coronavirus-will-convalescent-plasma-help-covid-19-patients/article31378082.ece
9 0 2f6bbfd0-c75b-4f8d-8ead-30159c702658 0 https://www.ktbb.com/post/?p=868562
9 0 2febb5db-0744-4dd0-baa5-1a72b9343bd2 0 https://www.washingtontimesreporter.com/news/20200404/peorias-blood-bank-is-participating-in-cutting-edge-plasma-treatment-for-covid-19
